time,wx,wy,wz
0.5210521221160889,-0.07,-0.19,-0.28
0.531008243560791,-0.07,-0.22,-0.3
0.5408792495727539,-0.07,-0.21,-0.28
0.5567803382873535,-0.09,-0.2,-0.24
0.5607001781463623,-0.08,-0.23,-0.15
0.5706253051757812,-0.05,-0.23,-0.06
0.5806002616882324,-0.06,-0.12,0.0
0.5905492305755615,-0.11,0.07,0.06
0.6003670692443848,-0.18,0.24,0.13
0.6106600761413574,-0.22,0.22,0.18
0.6201901435852051,-0.22,-0.06,0.2
0.6302931308746338,-0.23,-0.43,0.19
0.640254020690918,-0.24,-0.65,0.2
0.6569812297821045,-0.25,-0.61,0.21
0.6600632667541504,-0.23,-0.37,0.2
0.6699080467224121,-0.22,-0.06,0.15
0.6798052787780762,-0.23,0.27,0.11
0.6896910667419434,-0.22,0.49,0.09
0.6996932029724121,-0.22,0.56,0.04
0.7100772857666016,-0.23,0.55,-0.03
0.7194821834564209,-0.23,0.46,-0.09
0.7297463417053223,-0.21,0.37,-0.17
0.7393851280212402,-0.21,0.33,-0.21
0.7552871704101562,-0.24,0.32,-0.19
0.7592151165008545,-0.28,0.38,-0.12
0.7689921855926514,-0.35,0.41,0.01
0.7791953086853027,-0.39,0.34,0.15
0.7894573211669922,-0.37,0.15,0.26
0.7989492416381836,-0.33,-0.05,0.33
0.8091583251953125,-0.31,-0.16,0.37
0.8189482688903809,-0.3,-0.1,0.43
0.8290081024169922,-0.28,0.05,0.42
0.8387131690979004,-0.19,0.19,0.37
0.8498373031616211,-0.17,0.24,0.25
0.8667902946472168,-0.32,0.31,0.2
0.8695640563964844,-0.63,0.4,0.23
0.8782742023468018,-0.74,0.41,0.21
0.8882622718811035,-0.69,0.29,0.15
0.8982641696929932,-0.6,0.07,0.11
0.9084792137145996,-0.51,-0.23,0.12
0.9181861877441406,-0.41,-0.56,0.19
0.9282851219177246,-0.25,-0.83,0.3
0.9380481243133545,-0.17,-0.93,0.38
0.9491362571716309,-0.14,-0.71,0.44
0.9653851985931396,-0.18,-0.25,0.54
0.9680180549621582,-0.15,0.2,0.59
0.9776163101196289,0.01,0.38,0.6
0.9875540733337402,0.17,0.28,0.6
0.9975681304931641,0.27,0.09,0.59
1.0075922012329102,0.33,-0.01,0.55
1.0177202224731445,0.46,0.07,0.46
1.027480125427246,0.62,0.21,0.37
1.0373530387878418,0.8,0.27,0.27
1.0474753379821777,0.96,0.23,0.2
1.0654492378234863,0.99,0.12,0.14
1.0679173469543457,0.94,-0.05,0.17
1.0768952369689941,0.9,-0.28,0.34
1.0868611335754395,0.99,-0.53,0.51
1.0968551635742188,1.22,-0.76,0.67
1.107119083404541,1.4,-0.91,0.83
1.1167771816253662,1.47,-0.94,0.98
1.1267621517181396,1.34,-0.79,1.12
1.1365392208099365,1.18,-0.42,1.29
1.1469502449035645,1.22,0.05,1.41
1.16459321975708,1.41,0.38,1.43
1.1669831275939941,1.67,0.5,1.39
1.176239013671875,1.71,0.4,1.33
1.186136245727539,1.53,0.27,1.36
1.1963090896606445,1.33,0.37,1.48
1.206071138381958,1.28,0.84,1.5
1.215954303741455,1.37,1.59,1.36
1.2260451316833496,1.45,2.18,1.04
1.2360641956329346,1.37,2.24,0.62
1.245981216430664,1.14,1.75,0.31
1.2622990608215332,1.01,0.92,0.22
1.2655341625213623,1.03,0.02,0.25
1.2753021717071533,1.24,-0.73,0.28
1.2854101657867432,1.22,-1.17,0.17
1.295365333557129,1.03,-1.21,0.0
1.3052151203155518,0.85,-1.06,-0.04
1.3152470588684082,0.76,-0.83,0.08
1.325620174407959,0.63,-0.68,0.29
1.3351151943206787,0.49,-0.64,0.51
1.3452231884002686,0.33,-0.6,0.76
1.3615012168884277,0.2,-0.47,0.98
1.3646211624145508,0.09,-0.22,1.05
1.3746402263641357,0.09,0.23,1.05
1.3846311569213867,0.09,0.95,1.07
1.3946332931518555,0.12,1.73,1.01
1.4044561386108398,0.1,2.37,0.75
1.414720058441162,-0.04,2.58,0.38
1.4244670867919922,-0.25,2.07,0.13
1.4342360496520996,-0.49,0.9,0.07
1.4448912143707275,-0.62,-0.53,0.13
1.4592342376708984,-0.57,-1.66,0.16
1.4640071392059326,-0.31,-2.05,0.07
1.4739422798156738,-0.09,-1.55,-0.16
1.484072208404541,-0.02,-0.47,-0.53
1.493922233581543,-0.15,0.63,-0.77
1.5040581226348877,-0.3,1.09,-0.7
1.5137462615966797,-0.43,0.71,-0.47
1.5237512588500977,-0.51,-0.28,-0.14
1.5335440635681152,-0.46,-1.31,0.17
1.544358253479004,-0.28,-1.73,0.34
1.5585660934448242,-0.04,-1.17,0.33
1.5633511543273926,0.05,0.27,0.18
1.5732932090759277,0.07,2.03,-0.11
1.583240032196045,0.04,3.07,-0.41
1.5934381484985352,0.01,2.97,-0.54
1.6040363311767578,-0.03,1.83,-0.48
1.6131691932678223,-0.07,0.2,-0.31
1.623138189315796,-0.09,-1.18,-0.18
1.6329991817474365,-0.02,-1.78,-0.2
1.6430373191833496,0.1,-1.54,-0.29
1.6538982391357422,0.14,-0.73,-0.43
1.6712861061096191,0.14,0.16,-0.61
1.6732511520385742,0.0,0.76,-0.61
1.6828172206878662,-0.08,0.81,-0.37
1.6923322677612305,-0.11,0.45,-0.07
1.702409267425537,-0.1,-0.04,0.14
1.7125062942504883,-0.06,-0.38,0.27
1.7223691940307617,-0.04,-0.34,0.34
1.7321863174438477,-0.09,0.03,0.34
1.742342233657837,-0.12,0.45,0.24
1.7534213066101074,-0.11,0.67,0.15
1.7691471576690674,-0.04,0.59,0.1
1.7719502449035645,0.05,0.37,0.08
1.7817330360412598,0.14,0.16,0.07
1.7917160987854004,0.23,0.08,0.04
1.8016343116760254,0.28,0.06,-0.05
1.811507225036621,0.24,-0.05,-0.13
1.8216242790222168,0.08,-0.34,-0.18
1.8314123153686523,-0.05,-0.7,-0.19
1.8416321277618408,-0.07,-0.91,-0.16
1.8537471294403076,-0.01,-0.84,-0.06
1.8674602508544922,0.08,-0.58,0.07
1.870913028717041,0.07,-0.23,0.2
1.8812592029571533,-0.01,0.02,0.25
1.890918254852295,-0.14,0.08,0.27
1.9008502960205078,-0.22,-0.02,0.35
1.9108822345733643,-0.3,-0.22,0.45
1.9209091663360596,-0.33,-0.41,0.52
1.9306461811065674,-0.33,-0.48,0.57
1.9408061504364014,-0.32,-0.37,0.61
1.9517581462860107,-0.32,-0.15,0.6
1.9671592712402344,-0.31,0.1,0.53
1.970311164855957,-0.33,0.36,0.45
1.9803681373596191,-0.35,0.55,0.37
1.9902253150939941,-0.34,0.64,0.28
2.000195026397705,-0.33,0.6,0.15
2.010059118270874,-0.37,0.32,0.01
2.0200412273406982,-0.41,-0.18,-0.07
2.0299072265625,-0.41,-0.69,-0.1
2.0404200553894043,-0.39,-0.93,-0.14
2.0499391555786133,-0.35,-0.78,-0.22
2.0662569999694824,-0.33,-0.33,-0.34
2.069460153579712,-0.32,0.16,-0.46
2.0797300338745117,-0.29,0.39,-0.53
2.08958101272583,-0.23,0.28,-0.55
2.0993521213531494,-0.23,-0.01,-0.51
2.109405040740967,-0.28,-0.3,-0.49
2.119258165359497,-0.27,-0.42,-0.5
2.1295931339263916,-0.25,-0.31,-0.53
2.139285087585449,-0.27,-0.06,-0.57
2.149289131164551,-0.29,0.13,-0.6
2.165191173553467,-0.31,0.2,-0.66
2.1686840057373047,-0.33,0.12,-0.7
2.1790032386779785,-0.35,-0.09,-0.66
2.188775062561035,-0.37,-0.24,-0.61
2.198585033416748,-0.41,-0.19,-0.62
2.208578109741211,-0.41,0.0,-0.68
2.2188642024993896,-0.4,0.19,-0.73
2.2284512519836426,-0.38,0.24,-0.77
2.2384562492370605,-0.45,0.17,-0.79
2.248502254486084,-0.56,0.05,-0.77
2.2639260292053223,-0.6,-0.05,-0.76
2.2680211067199707,-0.63,-0.04,-0.78
2.278201103210449,-0.69,-0.01,-0.82
2.288114070892334,-0.79,-0.06,-0.82
2.2981863021850586,-0.91,-0.18,-0.78
2.308192253112793,-1.01,-0.31,-0.71
2.317840099334717,-1.07,-0.37,-0.63
2.3278141021728516,-1.07,-0.3,-0.61
2.3378143310546875,-1.06,-0.17,-0.63
2.347809314727783,-1.12,-0.04,-0.67
2.365326166152954,-1.21,-0.0,-0.62
2.3680810928344727,-1.23,-0.12,-0.47
2.3775792121887207,-1.19,-0.29,-0.32
2.3872623443603516,-1.12,-0.42,-0.25
2.3976550102233887,-1.06,-0.43,-0.27
2.407137155532837,-1.04,-0.33,-0.33
2.4180312156677246,-1.0,-0.17,-0.38
2.42724609375,-0.92,-0.05,-0.4
2.437145233154297,-0.81,0.04,-0.36
2.4471182823181152,-0.66,0.01,-0.29
2.458019256591797,-0.48,-0.22,-0.22
2.4752840995788574,-0.25,-0.51,-0.13
2.4777441024780273,-0.07,-0.74,-0.03
2.486851215362549,0.13,-0.75,0.12
2.496476173400879,0.37,-0.54,0.25
2.5065293312072754,0.63,-0.11,0.34
2.5163891315460205,0.87,0.35,0.41
2.526287078857422,1.01,0.61,0.51
2.536403179168701,1.03,0.58,0.61
2.5463600158691406,0.94,0.48,0.67
2.5573441982269287,0.82,0.48,0.7
2.574350118637085,0.88,0.51,0.73
2.5768790245056152,1.17,0.4,0.78
2.5857701301574707,1.46,0.12,0.77
2.5959410667419434,1.52,-0.24,0.62
2.6057941913604736,1.18,-0.43,0.53
2.6157970428466797,0.87,-0.26,0.58
2.625826120376587,0.96,0.06,0.66
2.6357052326202393,1.25,0.37,0.72
2.645623207092285,1.55,0.44,0.76
2.6556811332702637,1.47,0.21,0.61
2.6729493141174316,1.21,-0.07,0.39
2.6757261753082275,1.01,-0.14,0.37
2.6850762367248535,0.97,-0.07,0.47
2.695193290710449,1.14,0.0,0.6
2.7050862312316895,1.21,-0.08,0.73
2.715027332305908,1.11,-0.28,0.73
2.7248220443725586,1.05,-0.37,0.57
2.7350382804870605,0.98,-0.21,0.3
2.744927167892456,0.85,0.04,0.13
2.755141258239746,0.71,0.09,0.25
2.772282123565674,0.56,-0.16,0.55
2.7750940322875977,0.43,-0.42,0.8
2.784207344055176,0.42,-0.31,0.91
2.7945151329040527,0.47,0.3,0.75
2.8042993545532227,0.65,1.29,0.48
2.81442928314209,0.66,2.1,0.31
2.824094295501709,0.57,2.26,0.14
2.8340229988098145,0.39,1.73,-0.01
2.8440022468566895,0.11,0.78,0.01
2.8538150787353516,0.01,-0.22,0.08
2.869046211242676,0.08,-0.87,0.07
2.873748302459717,0.17,-1.04,-0.06
2.8838672637939453,0.27,-0.96,-0.24
2.893737316131592,0.22,-0.84,-0.35
2.9034762382507324,0.05,-0.73,-0.28
2.9135680198669434,-0.12,-0.6,-0.08
2.9234352111816406,-0.23,-0.43,0.18
2.9333951473236084,-0.31,-0.29,0.44
2.943467140197754,-0.35,-0.16,0.59
2.9534361362457275,-0.32,0.16,0.63
2.9704201221466064,-0.3,0.64,0.63
2.973628044128418,-0.19,1.2,0.58
2.9829392433166504,-0.02,1.65,0.43
2.9929721355438232,0.05,1.87,0.17
3.002758026123047,-0.01,1.69,-0.06
3.0128560066223145,-0.11,1.11,-0.23
3.0228652954101562,-0.23,0.3,-0.31
3.032576084136963,-0.35,-0.57,-0.32
3.042760133743286,-0.41,-1.26,-0.29
3.054908275604248,-0.44,-1.53,-0.26
3.069695234298706,-0.43,-1.34,-0.23
3.0725831985473633,-0.46,-0.72,-0.2
3.08217716217041,-0.54,0.11,-0.16
3.09228515625,-0.56,0.75,-0.1
3.101976156234741,-0.48,1.05,0.01
3.1124281883239746,-0.4,0.98,0.09
3.1219773292541504,-0.34,0.64,0.15
3.131829261779785,-0.26,0.25,0.17
3.1419742107391357,-0.13,0.06,0.09
3.1518959999084473,-0.06,0.19,-0.1
3.1696763038635254,-0.06,0.4,-0.28
3.171772003173828,-0.04,0.44,-0.36
3.1813862323760986,0.06,0.27,-0.4
3.1916050910949707,0.14,-0.08,-0.43
3.2016382217407227,0.11,-0.5,-0.34
3.2114081382751465,0.04,-0.83,-0.18
3.2210922241210938,0.0,-0.92,-0.05
3.231173038482666,-0.02,-0.67,0.05
3.241279125213623,-0.03,-0.22,0.12
3.251204013824463,0.0,0.22,0.15
3.2621450424194336,0.05,0.47,0.14
3.278618335723877,0.09,0.48,0.11
3.281135082244873,0.11,0.32,0.1
3.2910590171813965,0.16,0.05,0.09
3.3005752563476562,0.17,-0.28,0.07
3.3107821941375732,0.16,-0.61,0.08
3.320693016052246,0.16,-0.84,0.11
3.3306822776794434,0.18,-0.89,0.13
3.34033203125,0.18,-0.74,0.17
3.350264072418213,0.16,-0.47,0.22
3.361467123031616,0.12,-0.21,0.29
3.377904176712036,0.07,-0.06,0.36
3.3804073333740234,0.03,-0.05,0.41
3.390200138092041,0.01,-0.07,0.46
3.3998422622680664,0.0,0.01,0.46
3.4099981784820557,0.05,0.29,0.42
3.419628143310547,0.11,0.66,0.31
3.429788112640381,0.18,0.95,0.13
3.439706325531006,0.21,0.98,-0.07
3.449566125869751,0.19,0.66,-0.25
3.4597201347351074,0.13,0.12,-0.37
3.4764232635498047,0.05,-0.45,-0.47
3.479292154312134,0.03,-0.89,-0.54
3.489326000213623,0.06,-1.11,-0.58
3.4990742206573486,0.06,-1.09,-0.57
3.5092952251434326,0.02,-0.88,-0.52
3.5192313194274902,-0.0,-0.56,-0.47
3.5290932655334473,-0.01,-0.23,-0.41
3.538952350616455,-0.05,-0.0,-0.36
3.548795223236084,-0.1,0.09,-0.28
3.5592432022094727,-0.16,0.11,-0.17
3.575327157974243,-0.16,0.19,-0.08
3.578360080718994,-0.16,0.38,-0.06
3.58868408203125,-0.18,0.6,-0.15
3.5984740257263184,-0.21,0.74,-0.29
3.6087582111358643,-0.27,0.74,-0.42
3.61822509765625,-0.35,0.6,-0.56
3.6283681392669678,-0.46,0.34,-0.69
3.638291120529175,-0.55,0.0,-0.76
3.6483571529388428,-0.65,-0.36,-0.74
3.6583142280578613,-0.72,-0.69,-0.68
3.6763763427734375,-0.79,-0.88,-0.65
3.6787662506103516,-0.87,-0.9,-0.63
3.6879830360412598,-0.97,-0.84,-0.6
3.697728157043457,-1.03,-0.78,-0.57
3.707813262939453,-1.1,-0.63,-0.49
3.7175981998443604,-1.21,-0.29,-0.4
3.7279441356658936,-1.26,0.19,-0.33
3.737755298614502,-1.27,0.61,-0.34
3.7476582527160645,-1.26,0.78,-0.42
3.757545232772827,-1.29,0.59,-0.54
3.7753682136535645,-1.34,0.12,-0.62
3.7778401374816895,-1.39,-0.38,-0.63
3.787050247192383,-1.38,-0.72,-0.61
3.7969961166381836,-1.33,-0.84,-0.6
3.80716609954834,-1.25,-0.8,-0.62
3.8168392181396484,-1.14,-0.7,-0.65
3.8271281719207764,-1.01,-0.58,-0.64
3.8366851806640625,-0.85,-0.49,-0.58
3.8469221591949463,-0.66,-0.42,-0.47
3.8568310737609863,-0.44,-0.35,-0.32
3.8738691806793213,-0.22,-0.36,-0.18
3.8763351440429688,-0.0,-0.45,-0.07
3.8864052295684814,0.21,-0.54,0.07
3.896365165710449,0.31,-0.56,0.27
3.906405210494995,0.42,-0.43,0.48
3.916389226913452,0.57,-0.15,0.6
3.9262242317199707,0.75,0.24,0.66
3.935965061187744,0.9,0.59,0.67
3.946120262145996,1.02,0.83,0.64
3.95609712600708,1.06,0.9,0.67
3.9731383323669434,0.96,0.79,0.74
3.976010322570801,0.99,0.53,0.79
3.985645294189453,1.21,0.24,0.8
3.9956421852111816,1.41,-0.01,0.73
4.005842208862305,1.57,-0.18,0.56
4.015371322631836,1.4,-0.22,0.56
4.025412082672119,0.97,-0.25,0.78
4.035461187362671,0.92,-0.27,1.03
4.045464038848877,1.11,-0.19,1.13
4.055360317230225,1.39,0.13,1.02
4.066283226013184,1.58,0.6,0.81
4.083276271820068,1.41,1.05,0.74
4.085604190826416,1.01,1.25,0.9
4.095012187957764,0.88,1.21,1.03
4.104881286621094,0.92,1.07,0.96
4.114647150039673,1.0,0.77,0.68
4.124746322631836,1.01,0.29,0.35
4.1346142292022705,0.81,-0.2,0.28
4.1448540687561035,0.6,-0.52,0.56
4.154748201370239,0.56,-0.54,0.86
4.16467809677124,0.63,-0.33,0.81
4.182462215423584,0.74,-0.01,0.42
4.185033321380615,0.74,0.28,0.1
4.194226264953613,0.55,0.33,-0.02
4.204208135604858,0.36,0.19,0.09
4.213912010192871,0.11,-0.03,0.33
4.223957061767578,0.03,-0.34,0.5
4.2337822914123535,0.1,-0.55,0.61
4.243904113769531,0.17,-0.45,0.63
4.253673076629639,0.2,-0.06,0.47
4.265759229660034,0.18,0.46,0.27
4.280277252197266,0.14,0.95,0.09
4.283518314361572,0.08,1.23,0.03
4.293304204940796,-0.07,1.1,0.02
4.303452014923096,-0.2,0.54,0.04
4.3132710456848145,-0.32,-0.2,0.16
4.3232550621032715,-0.33,-0.71,0.21
4.333003997802734,-0.25,-0.75,0.08
4.343128204345703,-0.18,-0.44,-0.05
4.353423118591309,-0.11,0.02,-0.11
4.363401174545288,-0.06,0.49,-0.17
4.380296230316162,-0.09,0.71,-0.24
4.383119106292725,-0.08,0.55,-0.23
4.392618179321289,-0.12,0.2,-0.1
4.402709007263184,-0.2,-0.2,0.04
4.412550210952759,-0.26,-0.44,0.13
4.422519207000732,-0.28,-0.36,0.12
4.432347297668457,-0.16,-0.01,0.05
4.442409038543701,-0.08,0.49,-0.06
4.452689170837402,-0.19,0.84,-0.17
4.462386131286621,-0.26,0.8,-0.2
4.479124069213867,-0.28,0.6,-0.23
4.481877326965332,-0.25,0.35,-0.24
4.492092132568359,-0.3,0.08,-0.2
4.501791000366211,-0.43,-0.25,-0.19
4.511812210083008,-0.51,-0.55,-0.17
4.521888256072998,-0.55,-0.67,-0.07
4.531682014465332,-0.49,-0.54,0.02
4.5415873527526855,-0.39,-0.16,0.08
4.551650047302246,-0.28,0.29,0.06
4.561760187149048,-0.2,0.62,0.09
4.578567028045654,-0.1,0.67,0.11
4.58181619644165,-0.0,0.48,0.09
4.591271162033081,0.05,0.11,0.06
4.6010661125183105,0.05,-0.35,0.05
4.6112470626831055,0.09,-0.67,0.03
4.6210432052612305,0.17,-0.69,-0.01
4.630887031555176,0.23,-0.45,-0.05
4.640952110290527,0.3,-0.14,-0.08
4.650743007659912,0.33,0.1,-0.09
4.661066055297852,0.32,0.2,-0.08
4.67794132232666,0.28,0.17,-0.05
4.6807861328125,0.29,0.1,-0.04
4.690619230270386,0.31,-0.05,-0.04
4.700403213500977,0.33,-0.29,-0.03
4.710676193237305,0.31,-0.5,-0.01
4.72043514251709,0.3,-0.56,0.0
4.730110168457031,0.28,-0.42,-0.0
4.740170001983643,0.27,-0.17,-0.02
4.7503721714019775,0.23,-0.0,-0.02
4.760548114776611,0.18,-0.01,0.03
4.777805328369141,0.12,-0.14,0.1
4.780530214309692,0.06,-0.28,0.14
4.789736270904541,0.0,-0.32,0.15
4.799954175949097,-0.03,-0.26,0.12
4.809719085693359,-0.04,-0.1,0.12
4.819644212722778,-0.06,0.13,0.08
4.829430103302002,-0.04,0.33,0.03
4.839692115783691,-0.03,0.44,-0.01
4.849668025970459,-0.1,0.4,-0.04
4.8595311641693115,-0.2,0.15,-0.1
4.8702802658081055,-0.25,-0.2,-0.14
4.886059284210205,-0.29,-0.48,-0.15
4.88877534866333,-0.29,-0.62,-0.16
4.8990092277526855,-0.25,-0.61,-0.18
4.90880823135376,-0.24,-0.48,-0.18
4.91890811920166,-0.27,-0.28,-0.18
4.928760051727295,-0.24,-0.07,-0.22
4.939037322998047,-0.2,0.14,-0.24
4.9485273361206055,-0.2,0.25,-0.22
4.958820343017578,-0.21,0.22,-0.21
4.969382286071777,-0.21,0.07,-0.22
4.985356330871582,-0.18,-0.1,-0.25
4.989077091217041,-0.14,-0.18,-0.3
4.998271226882935,-0.12,-0.18,-0.34
5.008224010467529,-0.15,-0.08,-0.38
5.0179853439331055,-0.18,0.09,-0.38
5.028281211853027,-0.19,0.29,-0.41
5.03826117515564,-0.2,0.42,-0.47
5.047941207885742,-0.25,0.34,-0.5
5.058058261871338,-0.32,0.03,-0.54
5.067715167999268,-0.39,-0.37,-0.55
5.084658145904541,-0.49,-0.6,-0.53
5.087645053863525,-0.55,-0.55,-0.51
5.097491264343262,-0.61,-0.25,-0.5
5.107582092285156,-0.66,0.1,-0.53
5.117471218109131,-0.74,0.28,-0.54
5.127391338348389,-0.78,0.16,-0.53
5.13735818862915,-0.8,-0.15,-0.52
5.1470701694488525,-0.83,-0.41,-0.51
5.157451152801514,-0.88,-0.48,-0.51
5.167168140411377,-0.92,-0.24,-0.5
5.183043003082275,-0.95,0.22,-0.55
5.18681526184082,-0.93,0.7,-0.66
5.196678161621094,-0.93,0.87,-0.8
5.206851005554199,-0.99,0.59,-0.92
5.216669082641602,-1.07,-0.01,-0.97
5.2266011238098145,-1.1,-0.63,-0.93
5.236658096313477,-1.08,-0.98,-0.85
5.246599197387695,-1.03,-0.98,-0.8
5.256620168685913,-0.99,-0.73,-0.77
5.266491174697876,-0.97,-0.42,-0.75
5.2831573486328125,-0.92,-0.2,-0.7
5.285965204238892,-0.81,-0.07,-0.59
5.296191215515137,-0.66,-0.06,-0.4
5.30602502822876,-0.47,-0.14,-0.23
5.315906047821045,-0.34,-0.3,-0.11
5.32588529586792,-0.26,-0.48,-0.06
5.335903167724609,-0.21,-0.62,-0.02
5.345928192138672,-0.1,-0.56,0.06
5.355926036834717,0.07,-0.32,0.16
5.365519046783447,0.29,-0.03,0.25
5.382886171340942,0.54,0.19,0.35
5.386373043060303,0.73,0.21,0.44
5.395458221435547,0.85,0.09,0.53
5.405362129211426,0.92,-0.06,0.57
5.4152350425720215,1.02,-0.08,0.52
5.425424098968506,1.14,0.11,0.46
5.435070037841797,1.14,0.32,0.52
5.445136070251465,1.13,0.37,0.62
5.455186128616333,1.2,0.24,0.69
5.465028285980225,1.21,0.02,0.68
5.482666015625,1.17,-0.08,0.61
5.485357284545898,1.07,-0.04,0.57
5.49454402923584,0.98,0.01,0.66
5.504570007324219,0.96,-0.03,0.86
5.514682292938232,1.04,-0.19,1.1
5.524430274963379,1.03,-0.33,1.2
5.534381151199341,0.93,-0.36,1.1
5.544430255889893,0.81,-0.27,0.95
5.554460048675537,0.77,-0.12,0.92
5.565329074859619,0.85,-0.0,0.99
5.5814900398254395,0.81,0.1,1.11
5.583851337432861,0.64,0.13,1.21
5.5939040184021,0.58,0.15,1.21
5.6040802001953125,0.67,0.35,1.07
5.613765239715576,0.78,0.61,0.83
5.6237242221832275,0.8,0.65,0.65
5.63359522819519,0.61,0.36,0.68
5.643731117248535,0.44,-0.0,0.78
5.653756141662598,0.45,-0.04,0.82
5.663455009460449,0.54,0.28,0.73
5.674593210220337,0.64,0.7,0.49
5.691549301147461,0.6,0.86,0.22
5.693987131118774,0.41,0.53,0.15
5.703230142593384,0.31,-0.02,0.23
5.713090181350708,0.33,-0.38,0.23
5.723010063171387,0.34,-0.35,0.19
5.732954025268555,0.35,-0.02,0.11
5.742967128753662,0.38,0.36,0.0
5.752988338470459,0.36,0.52,-0.17
5.764105319976807,0.25,0.34,-0.24
5.773971080780029,0.08,-0.05,-0.15
5.7898781299591064,0.04,-0.26,0.02
5.792388200759888,0.05,-0.09,0.05
5.802412033081055,0.13,0.32,-0.02
5.81232213973999,0.19,0.71,-0.08
5.822390079498291,0.2,0.84,-0.14
5.832275152206421,0.15,0.6,-0.19
5.842075347900391,0.01,0.12,-0.16
5.8522562980651855,-0.21,-0.35,-0.04
5.862067222595215,-0.3,-0.54,0.08
5.873215198516846,-0.31,-0.25,0.17
5.889653205871582,-0.3,0.27,0.25
5.892134189605713,-0.28,0.67,0.33
5.901740074157715,-0.33,0.72,0.44
5.9115941524505615,-0.44,0.37,0.58
5.9218151569366455,-0.47,-0.07,0.69
5.931332111358643,-0.52,-0.07,0.69
5.941281318664551,-0.52,0.45,0.59
5.9514381885528564,-0.41,1.24,0.41
5.96136212348938,-0.33,1.76,0.12
5.972474098205566,-0.35,1.56,-0.11
5.988624095916748,-0.39,0.68,-0.19
5.991168022155762,-0.43,-0.41,-0.21
6.000828266143799,-0.43,-1.05,-0.24
6.010821342468262,-0.35,-0.95,-0.28
6.020845174789429,-0.26,-0.35,-0.39
6.030728340148926,-0.19,0.25,-0.47
6.040581226348877,-0.19,0.49,-0.45
6.050684213638306,-0.22,0.25,-0.33
6.060635089874268,-0.19,-0.15,-0.18
6.070748329162598,-0.12,-0.35,-0.07
6.088054180145264,-0.03,-0.24,-0.05
6.090550184249878,0.1,0.03,-0.09
6.100200176239014,0.19,0.23,-0.08
6.110213279724121,0.27,0.27,-0.08
6.120173215866089,0.35,0.19,-0.09
6.129962205886841,0.38,0.08,-0.09
6.140166282653809,0.36,-0.08,-0.1
6.1497721672058105,0.33,-0.29,-0.1
6.15981912612915,0.33,-0.48,-0.09
6.169975280761719,0.34,-0.6,-0.04
6.188065052032471,0.38,-0.59,0.02
6.190453052520752,0.36,-0.47,0.1
6.19938325881958,0.3,-0.35,0.17
6.209564208984375,0.26,-0.25,0.25
6.219393253326416,0.23,-0.12,0.34
6.2294602394104,0.23,0.05,0.43
6.240074157714844,0.24,0.23,0.48
6.249151229858398,0.24,0.37,0.46
6.259104251861572,0.23,0.45,0.36
6.269282341003418,0.19,0.42,0.23
6.2878642082214355,0.13,0.27,0.15
6.290278196334839,0.11,-0.01,0.05
6.2986321449279785,0.12,-0.26,-0.06
6.30885124206543,0.15,-0.38,-0.14
6.318906307220459,0.23,-0.34,-0.21
6.328473091125488,0.32,-0.18,-0.31
6.338670253753662,0.35,0.02,-0.41
6.348661184310913,0.31,0.16,-0.49
6.3584771156311035,0.22,0.18,-0.57
6.368534088134766,0.13,0.04,-0.63
6.3861613273620605,0.04,-0.25,-0.64
6.388506174087524,-0.1,-0.57,-0.6
6.3978822231292725,-0.21,-0.84,-0.52
6.408324241638184,-0.25,-0.92,-0.41
6.418276309967041,-0.27,-0.78,-0.32
6.427937030792236,-0.27,-0.47,-0.28
6.437780141830444,-0.25,-0.05,-0.24
6.447692155838013,-0.26,0.41,-0.19
6.457793235778809,-0.28,0.77,-0.21
6.4677300453186035,-0.31,0.89,-0.3
6.478693008422852,-0.38,0.72,-0.37
6.494964122772217,-0.46,0.28,-0.4
6.497777223587036,-0.5,-0.25,-0.42
6.507411003112793,-0.54,-0.61,-0.47
6.517145156860352,-0.53,-0.71,-0.54
6.527155160903931,-0.52,-0.62,-0.6
6.536957263946533,-0.52,-0.38,-0.62
6.547116279602051,-0.58,-0.08,-0.64
6.556972026824951,-0.63,0.1,-0.65
6.566984176635742,-0.66,0.08,-0.65
6.577861309051514,-0.68,-0.08,-0.65
6.5935163497924805,-0.68,-0.26,-0.66
6.596428155899048,-0.65,-0.31,-0.67
6.6065452098846436,-0.64,-0.11,-0.69
6.616448163986206,-0.65,0.26,-0.76
6.626442193984985,-0.67,0.57,-0.87
6.636332035064697,-0.72,0.63,-0.97
6.646197319030762,-0.77,0.27,-1.02
6.656183242797852,-0.85,-0.37,-1.0
6.666077136993408,-0.94,-0.98,-0.97
6.676286220550537,-0.99,-1.26,-0.94
6.692206144332886,-1.02,-1.06,-0.9
6.695522308349609,-1.03,-0.5,-0.87
6.705989122390747,-0.99,0.16,-0.86
6.715689182281494,-1.0,0.64,-0.85
6.725758075714111,-1.02,0.74,-0.84
6.735621213912964,-1.1,0.43,-0.83
6.745487213134766,-1.13,-0.01,-0.82
6.755475044250488,-1.15,-0.31,-0.85
6.765616178512573,-1.07,-0.34,-0.88
6.775436162948608,-0.96,-0.18,-0.92
6.791985034942627,-0.89,0.09,-0.96
6.795271158218384,-0.95,0.26,-0.95
6.805270195007324,-1.13,0.21,-0.91
6.814889192581177,-1.28,0.06,-0.84
